id,breed
02e7b5a86cec57f5935374946d4f5dc1,Terrier
02eef0f899b81ddf27a42641bc8db9ee,Shepherd
02ef5f19db8cf4da62016a1067bdc548,Spaniel
02f07e7e51662336a9d8c775a4eac5f4,Schnauzer
02f3d5fd1eea0a2e6f4742bc54b51ba9,Terrier
02f6152a9401568d695234d33bb6c37d,Schnauzer
02ff77af410e966b7b661f6f0789d947,Retriever
0310a425f26d797634aadeb66bd63ef1,Hound
0311a6a51a414ba91f3ad8055170baa1,Schnauzer
0314048edbd08c8c50eb3c93281bd043,Toy
031d3353588a81b42bcae74ff19571b0,Toy
0325e6ba5b6afd3e0dd94c3a77b6de59,Hound
032620ae0f847d957d94d1fd76cb17e8,Terrier
0326344e0d5181130c28d25edd5627e4,Spaniel
0326d40cc2b35521f1f3e73cabcf2a23,Terrier
032c14b2df4193004913b01ab48f87c6,Shepherd
0341e3d7a4624d6a7b061fdc25b69044,Retriever
0345638400c47bbd920474672562077e,Terrier
03564fbb4aba93dd80e5c7cd76f28d28,Hound
035b459eb52acba2ae75bed041b368fe,Shepherd
035f28d8ad34afaf7c8d276d6674bf8f,Toy
035fe39454c2ddb2f6a37146cacf0ac0,Terrier
0360d42966d191a5db4c4bb2e8c66229,Schnauzer
0365fe4e3e13a885c6b02ebbbf2d9173,Terrier
0374e657c8b3b55579751adcaa7c8023,Retriever
0379145880ad3978f9b80f0dc2c03fba,Hound
037ac6cbd9c96d70e68917aa059b6aab,Shepherd
039bdddd8546f0fafdf984b810d1138b,Hound
039e61713398f27d027480e4bd0056d1,Hound
03ae71ff9e4c5ac97afdfa956ea5e191,Hound
03b0e7ace52c10dc4878f60307cdebe3,Hound
03b7320cf8054e57b499e01d1cde0644,Hound
03b9ab173e5862580909fee10f0ea46d,Hound
03bc1c631e57ba87c85b98efd0912c00,Terrier
03bda5c85206a273eb978c7b9483df5f,Toy
03c1557464297ffffc8da977c4db7e68,Schnauzer
03c81a2e78dc915bc515fcb8aafd2f6f,Terrier
03ca2c79345f4c27232ed5b0dc2821c2,Hound
03cae0a6700c5cc4900e576034361e7a,Shepherd
03da788cc7e5c111575daf04e7e3910c,Poodle
03dc61595ad9dbf49e3998cf586ca8cb,Hound
03dd99e068f1f2283011cc305f5aaa9f,Hound
03ddfa6f292b49e14ed6be5c58246701,Husky
03dfefdb2939388f7ca9578cb7c4a2b9,Toy
03e1d2ee5fd90aef036c90a9e7f81177,Shepherd
03eb844e1d5aa5addaab20298b1b70c3,Shepherd
03edf850d74d43b2587991ecb673fb33,Terrier
03f2301867ca4d744773c4c06aa61d3c,Hound
03f2f64aebc483ef8e5e17aba7311aa6,Toy
03f5b638b8f1c83d3097786e40992ff9,Terrier
03f6435dc8a5e760d19e67831c6034fb,Toy
040fef64640b89c53f161b6c5215b78b,Hound
041a54577da744348d4da8094e882cd9,Retriever
041b3b8a40b587a486276ac15edd9eaf,Shepherd
041d0d6a8d110b35a3795dd5c68f9a36,Terrier
04254919cc15c6867cccfd738a926999,Hound
0428e1ae313156ec06dc42096cf1372c,Hound
042e83e82315bada78f2681d030b0d28,Hound
042ecd9a978c2ee48d17f7f781621ac9,Shepherd
0434ddceef3eea9c757c8e9557a2d698,Retriever
0440acb104d7346ccc9bba0716603f6a,Terrier
0440e760e55c4d6bed536fbc0273801a,Terrier
044644ffbec4b6d402eb824532478811,Terrier
044d904b00ce11cec6e493226c39a4e2,Bull
044efbf8ab3e7195b8ea3c92ef0d48df,Hound
044f7e60953230fa45e4367073d96693,Spaniel
0450c3899b7ca7cac31406a52c7bc74e,Terrier
0457342c36e7e7d103fa4b286a1d62f8,Hound
045d421a681a7da04ff668992a8b4c3e,Retriever
045ea2f41120606e2c5ae1315cebfb46,Husky
046b28d8ac6f7beb3f63159ecaf4cbb6,Spaniel
046d8f04a5a42872774110c6a2db1224,Hound
047d9a7dc7205c76e5487d6fc5f4a666,Hound
0484a6cc686a07e1edacd0fb44b1d965,Hound
0486732311e9d60e8712f1dc33c4ebe0,Hound
0490b67cb414d527d6c21052b1e3b5dd,Spaniel
0496d4170e295688e8d6929b239dd4fb,Terrier
049a406bfac63012d757167c084ced1b,Husky
04a191172e090876d3f180fc318038f0,Shepherd
04a3f5dc6d985601f354ab4434645d83,Shepherd
04b5834c3a969c6308ce157c547bb313,Hound
04be608c9c005d9aa0224fe08554e4be,Husky
04c3bdfec0c7f082c7e697c26be9e020,Hound
04cce0cd53c6f01d242a49e43de513a1,Spaniel
04d2dc1f2804c748b1aa71954bb45d38,Hound
04d3a777baa532f7558a860393c4537f,Hound
04d4918090b0c2a7b965ff58f13b2ecf,Toy
04d50b0dce8b8ee9544d9602df85f722,Hound
04d5d382a8a02d68859850dc282d3ac4,Hound
04d6fe2d5ad29be79083e5c9cf3d9b0d,Spaniel
04dea47b883acca9bd57c7ea2930524f,Shepherd
04e370c8510638ca969a716822444085,Shepherd
04e3bb77c15c18fc1ac101d86d612f46,Hound
04ea8788cfa17d01c87ea4cdaa0a330d,Shepherd
04f59d1b6887cf10e6fd897514623cf3,Retriever
04f69d645182d799dbb54862c19c0f38,Shepherd
04f9e2da4b6f5adb9b9d62eba66ba991,Terrier
04fab70baaf7cd53f8bf78225dbf5409,Hound
04fb4d719e9fe2b6ffe32d9ae7be8a22,Shepherd
050073020e80e4935b53df8d786c8612,Terrier
050c59e2063923106443e9fd81683088,Retriever
0512c1a59449a9c8c83c95722028ac90,Hound
05134ea3341a1f4f460168e68ec5765d,Shepherd
0518691772e78ac6805bf006993665a4,Hound
052675b01ae0a4b62e090923d131f4ff,Hound
053106ed091eac5e129225315ef6cfcb,Toy
0543510e763cbf8fc771a097ffda9984,Terrier
054f069e01a809b23a9da31dd8f4841e,Retriever
055429c6fb404af27ac52a08216e6cda,Toy
055cfac66e5d67756ab05d02baeeb04c,Shepherd
0566a60d7504a6fad4161d0ef2765a34,Hound
0569f1d79637070f70ca4a62ec510792,Hound
056b535b441278e83839984f1b1da0a6,Hound
056c314f2a7d119447af259a07eb31df,Retriever
05719b998e57a11b863a322ecc7652a5,Hound
0581b47e4c3890fb74a5485aa4d008f0,Terrier
058d4bfce39c9f1157ca4c1b019bbf1a,Hound
058ea5b467d08ed978658dc1ad85fb7d,Toy
05934390044791b8fd2dd2ba9c0b4b36,Hound
0593e37870ee77b0d34508e118bf6670,Hound
059513b85ae976a6f591f71bbaae49bf,Toy
059a86d50634c78d5a18f918cb0b3f0d,Hound
05a05cf4c8d6a4f3f780a9112a11999b,Shepherd
05a5e6f6b575688dc304ae72635db7b6,Hound
05a747c5853defa2420b976a9c0918a2,Hound
05b5e17b96409ca6db51edaf28bd3bdc,Terrier
05bac66dfae763fb86ab6360bd3c6f5f,Terrier
05beb3230462b740e5c56230eb27a7a4,Terrier
05c128c8e3ef0c2739f181f9c5677f56,Terrier
05cab78114abb08afcda78ee70222edd,Hound
05d6e6de49a6999e56de23c4608af441,Hound
05e25c8ec67962c2ef4dd7b0f6aa3918,Terrier
05e3dfffd0b0dca56e6b1d4686e1a6c2,Terrier
05e93a5604440b065143c81be16cd395,Hound
05f59d40acf74affda3c8940ba192f42,Hound
05fbe54802ffb6d6256abb93381f5cf4,Hound
060112a1a77217039de21f7d0963929d,Terrier
060b163b5ad74c889c47b9f421825cdb,Terrier
061592707868d5ced7ee050cb383072d,Terrier
061a378e68e8734682ea9c04a572e2ab,Terrier
061e9891cd5e77345e3cff761c12db4d,Terrier
062131c6c38a1e485091c8c3329d9638,Toy
06223770cd0968a5fa81b2898e65e34a,Shepherd
06412667e714332186d0cf86375e98fb,Terrier
06448bf4366760660b6a7611d93d7533,Shepherd
064dff92e5654a8679f8971a027a4040,Terrier
065221667b1ed903e364b9063ee2195b,Terrier
06538c8ad646eb2ebbbbdda1c8174899,Hound
0653d31ae648e2a6628ee3f440729361,Hound
065452ccfffdc6b6f60183bd6c88ba89,Terrier
06557d54077c5265ecdcd7273c9c38ca,Toy
0672592809da7574a87ddcd0ba2f315d,Schnauzer
0672befac9ea0c8fe82c37b5a634d87c,Spaniel
068314c65cbe67fa4f57283f4f3a801c,Poodle
0685bcc6cdaa954771379d95d339baf6,Toy
06ab2182c2a958a5f0de2035f39a0fa7,Shepherd
06ba5a21442ba19190bfe7bfa9def11c,Shepherd
06bd6a364e68b886c085b9b8b8d2b818,Retriever
06c47d61293f2bb51a94040bb4b20799,Hound
06c4dbc5b0ea3674bbc752c4ce76819a,Retriever
06cceae049531cdb98fe67d912aa58a8,Poodle
06cd8e3fbfe72c34461814239e1deab8,Toy
06ce71ab05143b1fe45ba8eeba2e97e4,Bull
06d2d84b936225e6c853a0453cb9c878,Hound
06d80d6a7aba8bc48606a285bbad0697,Bull
06e548623971fbdf8c80b0614f811f50,Poodle
06faa041b335551e3ccf3c239d006425,Hound
06fe22a92fa8dc8f90e7a0f118acad6f,Shepherd
0700d58c82bafe9c4edc81f902178e76,Terrier
07096719a671e1737b829bd1a88f1dbf,Hound
0709abee3095717f43db409dd7ce769b,Terrier
070e8ff540cc8113939ae5dba4a24f80,Retriever
071652f5f5d0bf00983c075e96ad725f,Spaniel
0718d39d59d9e3b134446440d69b2058,Hound
07192213791150248bfb5bbe6b0b0373,Hound
0724948de3506f43cda65804efe79b9b,Poodle
072aa9d6100187288ef00316c8bcdd66,Terrier
0734a945cc1ab35a9d2348db42075a99,Terrier
073b9a44c4761fa0792943b61b9c812c,Poodle
073bb2f975ee39406e692e33364762a3,Terrier
073f0821a0842917e6e97ab322bd63f2,Hound
0743bfe9525b7a6310a297b11b7e154a,Hound
07466e87275ed10056a9d2cbb4c733d8,Hound
0755a940eac9a9b8cf0328b4be062096,Bull
075a28044780636f48d8571f1d32f73d,Hound
0769e276e8b9b992a3fcd6a10deee6a7,Shepherd
076d31a2f676671e4427cc485b9d2918,Spaniel
0773acd6874a703b966367d4d27cac71,Shepherd
07751d1687e0233ff638889d8b365709,Hound
0779e164a5bed1119e36e622107c6a77,Toy
079509ceab0968ce07cffa0df479f1b0,Hound
079a7ad36b46704c28d88c4aa183c28e,Hound
079e17a742380d333950962f2c83ffd2,Terrier
079f6255a19fdbaa75fb2a902bca894c,Spaniel
07a0214fa84969b5256bf7d20f1b3a9b,Husky
07a215abb3ff16fd19a5b832c8f3408b,Retriever
07a4fcb31d0c6259f5ec21a1f193bc39,Terrier
07b46335006fbbe0328aeb8213b874ce,Retriever
07b5288a0bb8b9cf1a42d281a9451e51,Spaniel
07bbf36ce2c7407751219804b3d187ec,Terrier
07c7389196b5dde668d740089f9ebc22,Bull
07d1dd1576b5e95f448c1213b6812c40,Hound
07d6e906eb95f24c53eb92ecc2d47783,Bull
07d7cfbdbd3682cae50902b53c798028,Bull
07ddc3c2188164b1e72ae6615a24419a,Terrier
07e103146c1f4513647ddb9614210320,Terrier
07e12e8064b6b17a94608ba5fd78a72e,Shepherd
07ebe25829d387cef30160285d50e232,Retriever
07eeb2ef42c6b260684e8cb8e8c4ba70,Terrier
07f1b6214597af2f04a27c375a602a0c,Hound
07f95d08b40f1402abdab79b1f834e4c,Shepherd
080073330bb8954505340cf18159fbb8,Shepherd
08098e0a4074f62169ab53f7efe40da2,Toy
080ebefee69f27243b185c113052963e,Toy
080ec59213ed7425b7f8c169955bb9d0,Spaniel
0811e959c0fa3b1c7af6be4f645a9464,Spaniel
08149eb72785553570f74a6effea8d7e,Terrier
0815082cf02417e80f4df9dfba17aa13,Terrier
081ee1793b0e0027f8cccf9dc4513d53,Hound
081f6b553afb94d1f192f08cc3ac5762,Terrier
0822709f6f6ea0be1928f52b8eecbc2f,Toy
0825e8471e3c9a14dc341bdd8630f05e,Retriever
083820e6dda52da4c0f200ac36f582dc,Terrier
084c4f43ecc2630587de6c3e543525c3,Shepherd
084f941981c326f26ea77158fb449c57,Toy
08571d6bb5ecf6c9b7a145dc24043088,Terrier
0857307dddb1b41288887ef2338af6df,Shepherd
085b26edb3ee9688d41c4293aafe0162,Hound
085faff5f472098801b371f077b2dc8b,Hound
0861355ea326a82de3aab420d4276e5b,Hound
08644ddaf5a3ca7f08fcab7561ec4eea,Shepherd
086e8ca78ec3303a8f06df003ecb6612,Toy
08774c223487c1c880b447aae6a7e0b2,Hound
08782eb5ac167ca5f8feaccb519e9b4e,Terrier
087b211f15ad8095ba90c0be54c1c30d,Hound
087cd02ca089fc0f30841a6a89e3a619,Terrier
08829c00da02dea80eb491122989492f,Hound
0883e6cc994d9ba90592f400d502d838,Hound
088be435c5245f79c448812169a30cb5,Hound
088cdda83ef0920d130398f7724b391f,Toy
0891ce3700686a8df5b4bd711be44ea9,Shepherd
08946697b3e50e602d6bea765c8fb9f5,Hound
0895dd35b3afa2a4f8a0b6f3ad98134a,Terrier
089bce55f74e34940b3782e11c1bd2b5,Hound
089fd270df9e42e3f741452a4e437dc5,Toy
08af52c888b0f5735c3ced810771601d,Spaniel
08b49c79fafad70a23c770b1fcaa89ba,Shepherd
08e4013c0ddc710c57d1d188bf7c0cfe,Spaniel
08e5e75d29184a82a9dada752c9c4afb,Toy
08e99ed86b0ce429fef52a8ca33e1551,Toy
08ea34bfdc88f5b1e0eef0b76d832c8e,Terrier
08ea655aa168d87806340c336d07f1c9,Terrier
08ed3bf636ad906f5ddea9ebda22ff98,Shepherd
09037f0995111a413fd8e976f3680f09,Hound
091306dd0d110a677fe0de1ad066f160,Terrier
092220a7a8081144a7485efb6c087fe2,Spaniel
09288e5c39391b780412561163b10bf5,Hound
092c2cdbf133b201d7d56969bfbcc8f6,Schnauzer
093a146e173a3fd9ea650b87f08d6222,Shepherd
093fc67079701f48bd1d2e52a684ed9e,Retriever
09438173067ccee8d4a1a45f2f8a8eb6,Hound
0943d1d4677ab876b52468096baaa2ce,Hound
0944fbca92fad9a38af10b3d1943cb54,Hound
09477e5059ebb15cad5f37fb3b9b1889,Shepherd
094b97e52d00895fbf6769724e1b0e7d,Hound
0959e919604a931fc1ae379b7a75911a,Hound
095d868f796f86c8258750365a04f2cd,Spaniel
0964a2558fc9aa293a6a934d49f64968,Terrier
0964e161b379740955fa95d8d4c8697e,Spaniel
0974b614b86b829821067bd0b1808b8c,Hound
097ef8eca8fc340249b0bbc2b745972c,Spaniel
098333d51970304787c7061f3e683c5b,Shepherd
09839ef1c5a5a5b3acb61c4093cab07f,Hound
098c50d7ba4f07d9aba8c6162aa70b50,Shepherd
098c722479a8288c57b545781d5c54bd,Hound
098dc5e173d21c229e6ee565d7666b10,Hound
0990fe6be15d9d556eac8712db3c8094,Hound
09927a82d649607a7704ac6043cdfa9a,Terrier
0995f642fe4baab3cb3534725dfedb75,Terrier
0998eda08cdb14648e444c15f06658af,Shepherd
099b068027c41251d29f75a311cc5e5c,Bull
099db37801090ed56bbc95c13d3799b9,Poodle
09a1ea62ffa4b9389c03162bb0b0b572,Hound
09a6fd935dd1a4dee29b97885cfa9318,Poodle
09aec2a169942b17d88b4b5f1bba5886,Hound
09beb7445a14486752bd25f69e952ebc,Terrier
09c62a1ff26b3e83a2d476c2add054b1,Hound
09c986f317783fb5ae091b334e79ac5a,Toy
09d462e2ad4d8c51d1a8430577891d8a,Terrier
09d497888fd1e6745f67a78269139620,Husky
09d5ac8026b8a7f7d1acae244765fe24,Terrier
09d7cc03f9e9730bda53b4a590351838,Spaniel
09ea184490e5da33eb3d851ee6361941,Hound
09fc0a4acd13c78c02cdb251f193231d,Hound
0a001d75def0b4352ebde8d07c0850ae,Shepherd
0a077ea0c8fa54d95f75e690b2c8196b,Hound
0a0c223352985ec154fd604d7ddceabd,Shepherd
0a135c5ee55edf4bd9631d4e15264788,Shepherd
0a13f9596e03a9f87c96aaff6e057048,Hound
0a1b0b7df2918d543347050ad8b16051,Hound
0a1f8334a9f583cac009dc033c681e47,Terrier
0a27d304c96918d440e79e6e9e245c3f,Terrier
0a3f1898556115d6d0931294876cd1d9,Schnauzer
0a409042dd36b2c8293c67d4d4ea9ef9,Terrier
0a4116a80e753f7b0adf4149f551a3a7,Shepherd
0a438069d5a8a8a079ac131d74c3a366,Terrier
0a4f1e17d720cdff35814651402b7cf4,Hound
0a541df84dd3febb076e2c33a23cd230,Hound
0a5958a7f6836cbe349a4cedfe7178a6,Hound
0a5f744c5077ad8f8d580081ba599ff5,Hound
0a65ba3ab9b29c66e15cec76f34eca6f,Toy
0a6706f7864eb8871913f0e4ba07a61e,Shepherd
0a688b0783f472c84bbfe1c56efea1c6,Toy
0a6c192b96e55e2ca37318919b1ffae6,Shepherd
0a70f64352edfef4c82c22015f0e3a20,Terrier
0a77b9015c37f39c92b5399dc29da97c,Terrier
0a77d498ff491945347bb895d8ae4008,Shepherd
0a783538d5f3aaf017b435ddf14cc5c2,Bull
0a7899ed6a15f4af8f28e01c9c44dcfe,Poodle
0a7f8d31c960071d0d4cfba36c0159c7,Spaniel
0a86c8b48bddb0155645f3a27f48292f,Shepherd
0a896d2b3af617df543787b571e439d8,Hound
0a8b6985bbe58a58909b5ef0a7d5a1aa,Hound
0a9322a30aff755dac328022266e3740,Terrier
0a96f376d746b191fcc6e4812a603f7f,Terrier
0a9832b18d360f50f5b3b2ab4c540ddc,Shepherd
0a9f8c6ceadfff61072a565311777655,Toy
0a9f8f6543d0b33fe9474035dd5323ef,Shepherd
0aa31d6ecdb95ac7d3b7fa42b86bd91b,Shepherd
0ab12906ac3a87b531c574a15e79c58a,Retriever
0ab8d4c80ae4e6bbeacd66fb7e52b851,Toy
0ab9cdefc666573f8019356ffefe0c69,Spaniel
0abdda879bb143b19e3c480279541915,Toy
0ac12e1849fd51b2158d16b8f5e75551,Shepherd
0ac12f840df2b15d46622e244501a88c,Hound
0acfee91dd38e53a20dd1488a17e9af9,Toy
0ad3d66ba7b2d5d6d608da088abca7c0,Spaniel
0adfec2804a1efe41f54758cd87cec01,Shepherd
0afb0d170c66aed12805f838041411ce,Hound
0afc7d87053cb44a529c78c0fac99886,Terrier
0b102a6aa442aed98f137616e924e18e,Hound
0b178813be36410eda8742abe2153ced,Retriever
0b1b49b8cf679eb3e2fb13ca6deba9b5,Hound
0b1cdb2a36dd432fcc7567959cb23798,Hound
0b1e71a499a26eaacc06991bca982523,Retriever
0b2d69f59303805f17055bd59615a297,Spaniel
0b2e635ebad8aba82656c8fceb05018c,Hound
0b30d48dd2818cdea768d884623e8c2a,Poodle
0b345d4f2434903c374ad8b8513a289b,Husky
0b346cec75418439f13eabdc7e96f33a,Shepherd
0b3d3120a62c2bc280f589d473041d06,Bull
0b465156a0844773fd47ce40d0dcc7db,Shepherd
0b5604e1cdfcb595ceb36424126a3e09,Hound
0b57520c27ed32bc21e35c38cb5dd268,Hound
0b6239db9b1649fe2f513357c82931aa,Retriever
0b673cd41260b9fb998b0a8ad164b6d6,Spaniel
0b6837976df682360dc9ef25b81bc893,Spaniel
0b6c5bc46b7a0e29cddfa45b0b786d09,Spaniel
0b6da522f27c115716285a4f7187969e,Hound
0b72856996ad5826afff7195ff678589,Hound
0b86485ef980b0b4999e7ede1f90999e,Hound
0b97116ed04c8f0f7eb4a2b4b2620476,Shepherd
0b9be33db71b9237002df13d40b7282a,Terrier
0b9d58d8d2626f80bbc5cc3ccf7e8bad,Hound
0b9fc8956444d4f5296ace3a4928541b,Spaniel
0ba0f44a7f83539a71e4d74f549c8be6,Shepherd
0ba12512fa4766cc4f8c288cb3b9b95f,Terrier
0bac7ab4e3b6c7a5331067827cda04e6,Shepherd
0bad79c06832a1bdeaedbbb50a28450a,Hound
0bbb9ce1f03a205fead338f0be3040bc,Retriever
0bbe00ace11a4dd944b8bcf8ca9772c1,Retriever
0be68a5e7b40e9689c3ef2a9764bfcf6,Terrier
0be845d1fe8a0ad6da6ffa454ab33e8a,Hound
0beb24726c7210a5021f22d6c511cd71,Spaniel
0bedbecd92390ef9f4f7c8b06a629340,Hound
0bf36935030d2b842b86526bdb367ff1,Hound
0bf89dcb09d8c76be568f17811664560,Shepherd
0c0955cddf9488d30e6e8d4ee7c18856,Retriever
0c0bca6e79cc323669da06bab0013b12,Toy
0c0fb87fb13f0f6c8d21ff6c15e3361e,Hound
0c19867277e6c96ad8f487b4fe343ff9,Husky
0c1a1b2adfd0aa2fef3eb974b9b95734,Retriever
0c1d98a09381f4dfffc510fab188f189,Retriever
0c207c7af2d1ef71dc61434f04d00cdf,Toy
0c24a6dac8f0dc55edeb80a7b683af5e,Shepherd
0c286c574ef09562c123dafe5ce6ac23,Toy
0c2fdeb77e6e650e69ecca013c7e8e67,Shepherd
0c329020d6ca0ae5af30f6857ac7e86c,Hound
0c36c19e7c4e932b8e0c01aa845b2fce,Shepherd
0c378307f600ba007a7eaa50fba6d0b8,Toy
0c3b282ecbed1ca9eb17de4cb1b6e326,Spaniel
0c4ac597d196aaf07f3af039b8fd6925,Retriever
0c64a816fcd8aa13dbd4e874307bad51,Shepherd
0c68a578981993b919e89c611f04a97f,Terrier
0c71084d955bfca989d865cbcf8cf8ae,Spaniel
0c71338af3f3a8c068ec28b5f6b8f8ae,Terrier
0c8fe33bd89646b678f6b2891df8a1c6,Shepherd
0c9bac77cd53f1c6756c7581e9b0bd00,Retriever
0c9fc0f58a6724ca680c76785a452bba,Husky
0ca382d7309e346ac802a202d0fa8c67,Retriever
0ca9280205bd68d201e1d708db3f209d,Terrier
0cb1bf12ae0fd5f681ae579c2a28ccd8,Terrier
0cb5839c82f7c1286e55f260d4e608c4,Poodle
0cbca2fcad7910a3c98d734e17cfde65,Shepherd
